"url","tytul","cena","zdjecie","sprzedajacy","lokalizacja","pozostala_liczba_par","minimalna_cena_dostawy","maksymalna_cena_dostawy","licznik_sprzedazy","stan","marka","materiał zewnętrzny","materiał wkładki","kolor","rozmiar","płeć","wysokość","dostawa z Polski","rodzaj obcasa","wysokość obcasa (cm)","fason","wysokość cholewki","kształt noska","waga (z opakowaniem)","typ","rodzaj"
"http://allegro.pl/buty-meskie-adidas-v-racer-f99397-nowosc-2016-neo-i6238209540.html","BUTY MĘSKIE ADIDAS V RACER F99397 NOWOŚĆ 2016! NEO(6238209540)","197.00","https://c.allegroimg.com/s400/01b65b/c98ac4be40c58aa577b30a09b69c","NATYCHMIASTOWO","INTERNET","79","14.99","9.99","39 osób kupiło 39 sztuk","nowy",NA,"tkanina","inny materiał","biel, czerń, odcienie niebieskiego","38,5, 39, 39,5, 40, 40,5, 41, 41,5, 42, 42,5, 43, 43,5, 44, 44,5, 45, 45,5, 46, 46,5, 47, 47,5, 48, 48,5, 49, 49,5, 50, 50,5","produkt męski","niskie","tak",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/emu-australia-mini-wool-5-kolorow-36-39-okazja-i6559916785.html","EMU AUSTRALIA MINI WOOL 5 KOLORÓW 36-39 OKAZJA !(6559916785)","229.00","https://5.allegroimg.com/s400/0127e2/cb7b9ef04f8dbe58d86a4db88965","lilifashion825","czarne","9","29.00","29.00","1 osoba kupiła 1 sztukę","nowy","Emu","inny materiał","inny materiał","wielokolorowy","36, 37, 38, 39","produkt damski",NA,NA,"inny","2.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-trapery-trekkingowe-zimowe-meskie-86037-yelow-i6482630502.html","BUTY TRAPERY TREKKINGOWE ZIMOWE MĘSKIE 86037 YELOW(6482630502)","89.00","https://a.allegroimg.com/s400/011806/21ebad30470e9a982298ce4c177a","BUTY-ROKLAND","Rzeszów","130","11.00","16.00","43 osoby kupiły 44 pary","nowy","Inna marka","tworzywo skóropodobne","inny materiał","odcienie żółtego i złota","36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-damskie-adidas-zx-flux-m21294-czarne-nowosc-i6356400627.html","Buty damskie Adidas ZX Flux M21294 Czarne, NOWOŚĆ(6356400627)","168.90","https://d.allegroimg.com/s400/017e2c/63a594d7461bb5def50ed1094d4d","EO-hurtownia","INTERNET","1","12.00","12.00","79 osób kupiło 81 par","nowy",NA,"inny materiał","inny materiał","czerń","35,5, 36, 36,5, 37, 38, 38,5",NA,"niskie","tak",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/7bp5-zamsz-dlugie-kozaki-bm8-black-36-41-i6450461427.html","7BP5 ZAMSZ DŁUGIE KOZAKI BM8 BLACK 36 -41(6450461427)","105.00","https://6.allegroimg.com/s400/018da4/c44b7b5a44c1a30ec7a1def23456","Royal_fashion","Warszawa","55","15.00","20.00","46 osób kupiło 51 sztuk","nowy","Inna marka","tworzywo skóropodobne","inny materiał","czerń","36, 37, 38, 39, 40, 41","produkt damski",NA,"tak","płaski obcas","2.00","oficerki","powyżej kolana","migdałowy",NA,NA,NA
"http://allegro.pl/nowosc-sniegowce-zimowe-trekingi-2kolory-36-41-i6496001394.html","NOWOŚĆ ŚNIEGOWCE ZIMOWE TREKINGI 2KOLORY36-41(6496001394)","98.00","https://5.allegroimg.com/s400/01baf7/158ae15d431cb30b5c703ffa0e05","CALVADOS-STYL","Szebnie","32","13.00","18.00","4 osoby kupiły 4 sztuki","nowy","Inna marka","tworzywo skóropodobne","inny materiał","odcienie żółtego i złota, wielokolorowy","36, 37, 38, 39, 40, 41","produkt uniseks",NA,"tak",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/trapery-zimowe-ocieplane-trekingowe-skora-r-41-46-i6557610968.html","TRAPERY ZIMOWE OCIEPLANE TREKINGOWE SKÓRA R 41-46(6557610968)","104.99","https://e.allegroimg.com/s400/0189fe/636f2d40468392f8a842bae804be","najnowsze-hity","Szebnie","138","12.00","18.00","7 osób kupiło 8 par","nowy","Inna marka","skóra naturalna","skóra naturalna","czerń, odcienie żółtego i złota, odcienie czerwieni","41, 42, 43, 44, 45, 46","produkt męski",NA,"tak",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/sznurowane-emo-serca-mukluki-buty-botki-kozaki-38-i6560864013.html","Sznurowane emo SERCA mukluki buty botki KOZAKI 38(6560864013)","19.99","https://d.allegroimg.com/s400/015a2d/c393127b42529bea3e41118110fd","www_partymoda_pl","Wałcz","496","16.00","25.00","1 osoba kupiła 4 sztuki","nowy","Inna marka","tkanina","inny materiał","odcienie brązu i beżu, odcienie różu","36, 37, 38, 39","produkt damski",NA,"tak","płaski obcas","1.00","saszki","do połowy łydki","okrągły",NA,NA,NA
"http://allegro.pl/lekkie-krotkie-kalosze-piankowe-ocieplane-nieb-i6533691527.html","Lekkie krótkie kalosze piankowe ocieplane Nieb(6533691527)","28.00","https://8.allegroimg.com/s400/0686b3/ad10cde8469e94eff44d8c022b68","TopBuciki","Białystok","132","11.49","8.60","20 osób kupiło 26 sztuk","nowy","Inna marka","inny materiał","inny materiał","odcienie niebieskiego","36, 37, 38, 39, 40","produkt uniseks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-wojskowe-taktyczne-militarne-robocze-zamek-i6505716946.html","BUTY WOJSKOWE TAKTYCZNE MILITARNE ROBOCZE - ZAMEK!(6505716946)","109.99","https://8.allegroimg.com/s400/01b513/f697fdbd460ba1631070732dd738","agrobud-bhp","Pawłowice","127","15.00","17.00","48 osób kupiło 53 pary","nowy","Inna marka","skóra naturalna","tworzywo sztuczne","czerń","39, 40, 41, 42, 43, 44, 45, 46, 47","produkt uniseks",NA,"tak",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-damskie-cieple-trapery-timberki-p-ad1-camel-i6555701458.html","Buty damskie CIEPŁE TRAPERY TIMBERKI P Ad1 Camel(6555701458)","69.90","https://b.allegroimg.com/s400/01e7b4/1d2b0b994c89bb2cd2fb00d5fe1b","Selui","Myszków","26","11.90","8.90","4 osoby kupiły 4 pary","nowy","Inna marka","tworzywo skóropodobne","inny materiał","odcienie brązu i beżu","36, 37, 38, 39, 40, 41","produkt damski",NA,"tak","płaski obcas","3.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/5elg-sznurowane-botki-skora-weza-0727-brown-36-41-i6513935845.html","5ELG SZNUROWANE BOTKI skóra węza 0727 brown 36-41(6513935845)","29.99","https://c.allegroimg.com/s400/01f489/c2d2aaaa458c9063c586ea2df8cc","Royal_fashion","Warszawa","103","15.00","20.00","26 osób kupiło 26 par","nowy","Inna marka","tworzywo skóropodobne","tworzywo sztuczne","odcienie brązu i beżu","36, 37, 38, 39, 40, 41","produkt damski",NA,"tak","płaski obcas","2.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/6129-szare-zamszowe-botki-sztyblety-na-slupku-i6559949882.html","6129 SZARE ZAMSZOWE BOTKI SZTYBLETY NA SŁUPKU(6559949882)","69.99","https://7.allegroimg.com/s400/062199/a420a594429e9562d7d406870fb7","ibuciki_pl","Ostrowiec Świętokrzyski","7","12.99","9.99","2 osoby kupiły 2 pary","nowy","Inna marka","inny materiał","inny materiał","odcienie szarości i srebra","36, 37, 38, 39, 40, 41","produkt damski",NA,"tak","słupek","7.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-puma-rebound-streetl-skorzane-359252-02-i6490124639.html","Buty PUMA REBOUND STREETL Skórzane (359252 02)(6490124639)","169.99","https://e.allegroimg.com/s400/0654ac/1700cdb04e2d821f011e9c243b1e",NA,"Elbląg","21","10.00","12.00","57 osób kupiło 57 sztuk","nowy",NA,"skóra naturalna","inny materiał","czerń","38, 38,5, 39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48, 49, 50","produkt męski","wysokie","tak",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/onaion58-sneakersy-boho-zamszowe-kbu359-i6507892837.html","onaion58 SNEAKERSY boho ZAMSZOWE KBU359(6507892837)","98.99","https://4.allegroimg.com/s400/019835/956dc2644f5bba04866a73a07514","onaion58","Kartuzy","23","13.00","8.60","34 osoby kupiły 36 par","nowy","Inna marka","inny materiał","skóra naturalna","czerń","35, 36, 37, 38, 39, 40",NA,NA,NA,"koturn","7.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/czarne-kozaki-za-kolano-fredzle-hit-i6534312262.html","CZARNE KOZAKI ZA KOLANO FRĘDZLE HIT !!(6534312262)","69.99","https://e.allegroimg.com/s400/0615a8/6f715f1c41389740894c92d0935e","sklep_szpilka24","rzeczyca","4","13.00","40.00","19 osób kupiło 19 par","nowy","Inna marka","inny materiał","inny materiał","czerń","36, 37, 38, 39, 40, 41","produkt damski",NA,"tak","płaski obcas","3.50","muszkieterki","powyżej kolana","okrągły",NA,NA,NA
"http://allegro.pl/skorzane-klapki-profilowane-ortopedyczne-fusbet-i5802707675.html","Skórzane KLAPKI Profilowane Ortopedyczne Fusbet(5802707675)","37.00","https://e.allegroimg.com/s400/01db0b/9139e4fb460eb21ee7fada8c8c4e","EkoBucik-obuwie","Łętownia","1367","3.94","9.00","96 osób kupiło 133 pary","nowy","Inna marka","skóra naturalna","skóra naturalna","biel, czerń, odcienie brązu i beżu, odcienie niebieskiego, odcienie pomarańczowego, odcienie czerwieni, odcienie różu","36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",NA,NA,"tak",NA,"0.00",NA,NA,NA,"0.50 [kg]",NA,NA
"http://allegro.pl/nike-air-force-1-gs-195004-r-36-40-wys-z-pl-i6432905591.html","NIKE AIR FORCE 1 GS 195004 r. 36 - 40 wys. z PL(6432905591)","239.00","https://9.allegroimg.com/s400/01969a/28c06d9d464e92105138517f48e9","N1A_PL","Sklep Niepodległości 1A","29","10.00","7.99","103 osoby kupiły 104 pary","nowy",NA,"skóra naturalna","inny materiał","czerń","36, 36,5, 37,5, 38, 38,5, 39, 40","produkt damski","wysokie","tak",NA,NA,NA,NA,NA,"2.00 [kg]",NA,NA
"http://allegro.pl/jd-b15-botki-trampki-wysokie-slip-on-czarne-zloto-i6538177478.html","JD-B15 BOTKI trampki WYSOKIE slip on CZARNE złoto(6538177478)","28.90","https://a.allegroimg.com/s400/016935/1e2d0aac423a8943aa28ebc023aa","kontur-hurt","miastko","16","10.00","15.00","17 osób kupiło 18 sztuk","nowy","Inna marka","tworzywo skóropodobne","inny materiał","czerń, odcienie żółtego i złota, inny kolor","36, 37, 38, 39, 40, 41","produkt damski",NA,"tak","płaski obcas","2.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/goralskie-kapcie-damskie-ocieplane-welna-laczki-i6533604239.html","GÓRALSKIE KAPCIE DAMSKIE OCIEPLANE WEŁNĄ LACZKI(6533604239)","18.00","https://1.allegroimg.com/s400/016e3a/e3539dd74f29a51f61c648949ac1","www-kapcie-eu","Białystok","11","3.94","8.60","23 osoby kupiły 28 par","nowy","Inna marka","inny materiał","inny materiał","inny kolor","36, 37, 38, 39, 40, 41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/lu-boo-szare-botki-sneakersy-koturna-futerko-zamsz-i6557003046.html","LU BOO SZARE BOTKI SNEAKERSY KOTURNA FUTERKO ZAMSZ(6557003046)","119.00","https://d.allegroimg.com/s400/013bf2/3db1541e4fba9204c2ed19d2f16d","www_BUTOSKLEP_pl","Wieruszów","52","7.00","9.00","7 osób kupiło 7 par","nowy","Inna marka","tworzywo skóropodobne","inny materiał","odcienie szarości i srebra, inny kolor","36, 37, 38, 39, 40, 41","produkt damski",NA,"tak","koturn","8.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/ocieplane-zimowe-oficerki-kozaki-bialy-qm82122-i6543002069.html","Ocieplane ZimoweOficerki Kozaki Biały /QM82122(6543002069)","42.00","https://1.allegroimg.com/s400/01ebfe/13f3c80a4b39a665e4e7722f7891","Royal_Styl","Godziesze Małe","7","15.00","20.00","11 osób kupiło 13 par","nowy","Inna marka","tworzywo skóropodobne","tworzywo sztuczne","biel","36, 37, 38, 39, 40, 41","produkt damski",NA,"tak","płaski obcas","3.00","klasyczne","powyżej kolana","okrągły",NA,NA,NA
"http://allegro.pl/saway-zamszowe-kozaki-w-szpic-slupek-wloska-skora-i6536590483.html","SAWAY ZAMSZOWE KOZAKI W SZPIC SŁUPEK WŁOSKA SKÓRA(6536590483)","239.00","https://8.allegroimg.com/s400/01e190/5c80ac3a4e8297a50a3332be9f78","www_saway_pl","Kraków","21",NA,NA,"14 osób kupiło 17 sztuk","nowy","Inna marka","skóra naturalna","inny materiał","czerń","35, 36, 37, 38, 39, 40, 41",NA,NA,"tak","słupek","8.50","klasyczne","do kolana","szpic",NA,NA,NA
"http://allegro.pl/czarne-wygodne-botki-na-slupku-traktor-inez-i6543191579.html","CZARNE WYGODNE BOTKI NA SŁUPKU TRAKTOR INEZ(6543191579)","84.00","https://1.allegroimg.com/s400/019773/dab4175f49afb2c878db5f716fb1","lovthes","Koszęcin","60","12.18","8.60","9 osób kupiło 9 sztuk","nowy","Inna marka","inny materiał","inny materiał","czerń","35, 36, 37, 38, 39, 40, 41",NA,NA,"tak","słupek","9.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/k-18-bloggerskie-wezowe-botki-na-slupku-czarne-i6541369395.html","K-18 BLOGGERSKIE wężowe BOTKI NA SŁUPKU czarne(6541369395)","65.00","https://8.allegroimg.com/s400/011573/2e1d80464a12ba39edfba91547b8","kontur-hurt","miastko","19","10.00","15.00","16 osób kupiło 16 sztuk","nowe","Inna marka","tworzywo skóropodobne","inny materiał","czerń, odcienie brązu i beżu, inny kolor","36, 37, 38, 39, 40, 41","produkt damski",NA,"tak","słupek","8.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/botki-na-slupku-czolenka-boho-fredzle-6660-czarny-i6539532849.html","BOTKI NA SŁUPKU CZÓŁENKA BOHO FRĘDZLE 6660 CZARNY(6539532849)","34.99","https://f.allegroimg.com/s400/0150b9/5a97c43d43178942c0d46c05763f","GEMRE","Ząbki","40","12.00","17.00","14 osób kupiło 14 par","nowy","Inna marka","inny materiał","inny materiał","czerń","36, 37, 38, 39, 40, 41","produkt damski",NA,"tak","szpilka","6.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/k1-klasyczne-czarne-timberki-trapery-botki-trapers-i6560147945.html","K1 KLASYCZNE CZARNE TIMBERKI TRAPERY BOTKI TRAPERS(6560147945)","59.89","https://7.allegroimg.com/s400/017d93/e34f8f6e4303a785ca0d893177a7","sellYo_pl","Lublin","1097","14.97","35.00","3 osoby kupiły 3 pary","nowy","Inna marka","tworzywo skóropodobne","tworzywo sztuczne","czerń","36, 37, 38, 39, 40, 41","produkt damski",NA,"tak","słupek","3.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/onaion58-sneakersy-koturn-botki-kbu652-i6532827265.html","onaion58 SNEAKERSY koturn BOTKI KBU652(6532827265)","58.99","https://0.allegroimg.com/s400/016cbb/ab9775294a2dbd13f5cb3cc02aa0","onaion58","Kartuzy","46","13.00","8.60","14 osób kupiło 16 par","nowy","Inna marka","tworzywo skóropodobne","inny materiał","biel","36, 37, 38, 39, 40, 41",NA,NA,NA,"koturn","6.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/trapery-timberland-classic-premium-6-in-c-12909-i6563288600.html","Trapery TIMBERLAND CLASSIC PREMIUM 6 IN C 12909(6563288600)","418.00","https://4.allegroimg.com/s400/01ef19/8abf0202463aadf2b41f3dd24614","PPD-TRADE","Goleniów","49","0.00","0.00","1 osoba kupiła 1 sztukę","nowy","Timberland","skóra naturalna","skóra naturalna","odcienie żółtego i złota","37, 37,5, 38, 39, 39,5","produkt damski",NA,"tak",NA,NA,NA,NA,NA,"1.00 [kg]",NA,NA
"http://allegro.pl/muszkieterki-za-kolano-plaske-wciagane-kozaki-hit-i6536779061.html","MUSZKIETERKI ZA KOLANO PŁASKE WCIĄGANE KOZAKI HIT!(6536779061)","99.00","https://6.allegroimg.com/s400/01fad6/8429a8c34d17a4823671880542c6","buty_marzen","Nowy Sącz","4","16.00","7.99","14 osób kupiło 14 sztuk","nowy","Inna marka","inny materiał","skóra naturalna","czerń","36, 37, 38, 39, 40, 41","produkt damski",NA,"tak","płaski obcas","2.00","muszkieterki","powyżej kolana","migdałowy",NA,NA,NA
"http://allegro.pl/czarne-klasyczne-timberki-trapery-stylowe-botki-i6376189337.html","CZARNE KLASYCZNE TIMBERKI TRAPERY STYLOWE BOTKI(6376189337)","78.99","https://5.allegroimg.com/s400/0149a1/31c34e724f758750108f9d730515","lady-szpileczka","LADY-SZPILECZKA","37","3.00","5.00","82 osoby kupiły 86 par","nowy","Inna marka","tworzywo skóropodobne","inny materiał","biel, czerń, odcienie brązu i beżu, odcienie niebieskiego, odcienie szarości i srebra, odcienie różu","36, 37, 38, 39, 40, 41","produkt damski",NA,"tak","płaski obcas","3.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-nike-air-max-90-ultra-se-844600-004-i6561855604.html","BUTY NIKE AIR MAX 90 ULTRA SE 844600-004(6561855604)","349.00","https://9.allegroimg.com/s400/014577/119a5fd849dc9312749891d92c49","spokobut_pl","WRZOSOWA","20","12.00","16.00","2 osoby kupiły 2 sztuki","nowy",NA,"inny materiał","inny materiał","czerń, odcienie różu","35,5, 36, 36,5, 37,5, 38, 38,5","produkt damski","niskie","tak",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/czarne-sneakersy-stylowe-kokardy-wstazki-koturny-i6462430029.html","CZARNE SNEAKERSY STYLOWE KOKARDY WSTĄŻKI KOTURNY(6462430029)","98.99","https://b.allegroimg.com/s400/019f6e/637a4a56487298136cb892790d4b","lady-szpileczka","LADY-SZPILECZKA","32","3.00","5.00","56 osób kupiło 57 par","nowy","Inna marka","tworzywo skóropodobne","inny materiał","czerń","36, 37, 38, 39, 40, 41","produkt damski",NA,"tak","koturn","10.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/baletki-baleriny-obuwie-domowe-do-tanca-r-32-42-i6264645889.html","Baletki/baleriny,obuwie domowe,do tańca R.32-42(6264645889)","21.99","https://c.allegroimg.com/s400/01da9d/9dd936f74e189bcec50c017aa0ac","cosmobielsko","Bielsko-Biała","224","3.94","8.30","157 osób kupiło 204 sztuki","nowy","Inna marka","inny materiał","skóra naturalna","biel, czerń, odcienie brązu i beżu, odcienie niebieskiego, odcienie szarości i srebra, odcienie czerwieni","32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42",NA,NA,"tak",NA,NA,NA,NA,NA,"0.15 [kg]",NA,NA
"http://allegro.pl/adidas-terrex-swift-r-gtx-aq5306-new-2016-i6283214012.html","ADIDAS TERREX SWIFT R GTX / AQ5306 / NEW 2016(6283214012)","369.00","https://3.allegroimg.com/s400/018b57/c8cc0a774290ab11a22a25b2b663","NET_OUTLET","LEGNICA","68","12.00","8.60","15 osób kupiło 19 par","nowy",NA,"inny materiał","inny materiał","czerń","41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47","produkt męski","niskie","tak",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/krem-szpachla-renovating-cream-saphir-25ml-gr-i6316619633.html","Krem szpachla Renovating Cream SAPHIR 25ml + GR(6316619633)","31.19","https://1.allegroimg.com/s400/01a7ee/1fc8b89f4cbba67bc0a776e8ffb1","sklepkacperek","Kraków","183","4.99","5.99","21 osób kupiło 24 sztuki",NA,NA,NA,NA,NA,NA,"produkt uniseks",NA,"tak",NA,NA,NA,NA,NA,NA,NA,"pasty"
"http://allegro.pl/buty-meskie-adidas-daroga-plus-canvas-s75759-i6528032115.html","Buty męskie Adidas Daroga Plus Canvas S75759(6528032115)","249.00","https://9.allegroimg.com/s400/01667c/6ce36fe847bf98e6a4f9dbd9d049","EO-hurtownia","INTERNET","101","12.00","8.60","16 osób kupiło 16 par","nowy",NA,"inny materiał","inny materiał","inny kolor","38, 38,5, 39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5","produkt męski","niskie","tak",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-meskie-nike-air-jordan-1-mid-554724-021-i6497977532.html","Buty męskie NIKE AIR JORDAN 1 MID 554724-021(6497977532)","345.00","https://d.allegroimg.com/s400/01a9b9/8b9b1b2540fda8d0fc780a8f48dd","gimnastyczny_pl","Wrocław","2","8.60","9.00","42 osoby kupiły 42 pary","nowy",NA,"skóra naturalna","inny materiał","czerń","40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46, 47, 47,5","produkt męski","wysokie","tak",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-meskie-adidas-advantage-f99252-nowosc-2016-i6056350520.html","Buty męskie Adidas Advantage F99252 NOWOŚĆ 2016(6056350520)","133.90","https://7.allegroimg.com/s400/019755/be4d0bd945b99519291549bfdf47","eoryginalne","INTERNET","17","12.00","8.60","14 osób kupiło 15 par","nowy",NA,"inny materiał","inny materiał","biel","41, 42, 42,5, 43, 44, 44,5, 45, 46, 47",NA,"niskie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-meskie-adidas-pace-vs-aw4595-i6532663987.html","BUTY MĘSKIE ADIDAS PACE VS AW4595(6532663987)","145.00","https://b.allegroimg.com/s400/0162a6/ac346800494dbfde33d7c2a8ac2b","TOP_MARK","RZESZÓW","129","12.00","8.60","45 osób kupiło 45 sztuk","nowy",NA,"inny materiał","inny materiał","biel, czerń","41,5, 42, 42,5, 43,5, 44, 44,5, 45,5, 46, 46,5","produkt męski","niskie","tak",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/promocja-kalosze-oficerki-kokarda-ocieplacz-36-41-i5631904106.html","PROMOCJA KALOSZE OFICERKI KOKARDA OCIEPLACZ 36-41(5631904106)","39.99","https://b.allegroimg.com/s400/010ae3/5791502440368019b392ef53e6bb","loveforfashion","Mysłowice","178","11.00","7.99","27 osób kupiło 29 sztuk","nowy","Inna marka","guma","inny materiał","czerń","36, 37, 38, 39, 40, 41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/b02-zamszowe-skora-workery-faworyt-sezonu-36-41-i6506238071.html","B02 ZAMSZOWE skóra WORKERY faworyt SEZONU36-41(6506238071)","119.90","https://3.allegroimg.com/s400/01af76/838631d647739e93e9c67a2145e3","eshopper_pl","via INTERNET","12","11.99","11.99","34 osoby kupiły 34 sztuki","nowy","Inna marka","tworzywo skóropodobne","inny materiał","czerń","36, 37, 38, 39, 40, 41",NA,NA,NA,"płaski obcas","3.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-puma-rebound-streetl-skorzane-359252-02-i6490124639.html","Buty PUMA REBOUND STREETL Skórzane (359252 02)(6490124639)","169.99","https://e.allegroimg.com/s400/0654ac/1700cdb04e2d821f011e9c243b1e",NA,"Elbląg","21","10.00","12.00","57 osób kupiło 57 sztuk","nowy",NA,"skóra naturalna","inny materiał","czerń","38, 38,5, 39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48, 49, 50","produkt męski","wysokie","tak",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-meskie-nike-hoodland-654888-727-oryginal-i6424984983.html","Buty męskie Nike Hoodland 654888-727 Oryginał(6424984983)","266.90","https://d.allegroimg.com/s400/0187ad/663cfb674de7aba25b838545e40d","EO-hurtownia","INTERNET","122","12.00","8.60","24 osoby kupiły 27 par","nowy","Nike","skóra naturalna","inny materiał","odcienie brązu i beżu","41, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46, 47, 47,5, 48,5","produkt męski",NA,"tak",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-reebok-almotio-rs-v70513-wyprzedaz-2016-i6448597831.html","BUTY REEBOK ALMOTIO RS V70513 Wyprzedaż 2016 !(6448597831)","59.00","https://e.allegroimg.com/s400/01c6ff/da44104d44e087b38cf0aa2b74be","tampa_aukcje","Kraków","169","10.00","8.60","49 osób kupiło 57 sztuk","nowy",NA,"tworzywo skóropodobne","inny materiał","biel, inny kolor","34,5, 35, 36, 36,5, 37, 38, 38,5, 39",NA,"niskie","tak",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-meskie-nike-priority-low-641894-411-nowosc-i6336384161.html","Buty męskie NIKE Priority Low 641894 411 Nowość(6336384161)","189.00","https://0.allegroimg.com/s400/0117e9/3dd16acc42418ca506281e17b240","FABRYKACEN_PL","sprzedaż wysyłkowa","28","11.00","8.60","31 osób kupiło 31 par","nowy",NA,"skóra naturalna","inny materiał","biel, odcienie niebieskiego","41, 42, 42,5, 43, 44, 44,5, 45, 45,5",NA,"niskie","tak",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/botki-zamszowe-na-slupku-zloty-zamek-a920-czarne-i6534861941.html","BOTKI ZAMSZOWE NA SŁUPKU ZŁOTY ZAMEK A920 CZARNE(6534861941)","59.99","https://5.allegroimg.com/s400/0139eb/b67d2d954394a1270ace6f4bf355","HurtowniaModa","Warszawa/ Sprzedaż tylko wysyłkowa","43","10.00","13.00","119 osób kupiło 130 sztuk","nowy","Inna marka","tworzywo skóropodobne","inny materiał","czerń","36, 37, 38, 39, 40, 41",NA,NA,"tak","słupek","9.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/30-kalosze-oficerki-czerwony-suwak-czarne-i6343834697.html","- 30% KALOSZE OFICERKI CZERWONY SUWAK CZARNE(6343834697)","69.00","https://1.allegroimg.com/s400/019fa6/fe746ee64ef68ba5c57758bd93d1","jacenty007z","Łęczyca","19","12.00","19.00","36 osób kupiło 39 par","nowy","Inna marka","guma","inny materiał","czerń","36, 37, 38, 39, 40, 41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-adidas-pace-vs-f99609-i5982554212.html","Buty adidas PACE VS F99609(5982554212)","137.00","https://c.allegroimg.com/s400/0137eb/a0a9f4424c80b04f51b3218a9c4c",NA,"Internet","70","11.00","8.60","20 osób kupiło 20 par","nowy",NA,"inny materiał","inny materiał","biel, odcienie niebieskiego, odcienie szarości i srebra","40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48, 48,5",NA,"niskie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-reebok-classic-leather-reflect-v70195-okazja-i6518849876.html","BUTY REEBOK CLASSIC LEATHER REFLECT V70195 OKAZJA(6518849876)","109.00","https://e.allegroimg.com/s400/01f5d6/eb690b8648e59ee566a0dfd3238e","tampa_aukcje","Kraków","71","10.00","8.60","27 osób kupiło 32 sztuki","nowy",NA,"inny materiał","inny materiał","biel, odcienie różu, inny kolor","34,5, 35, 36, 36,5, 37, 38, 38,5, 39",NA,"niskie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/meskie-buty-adidas-neo-adidas-v-racer-aw5053-i6510337298.html","Męskie Buty Adidas Neo Adidas V Racer AW5053(6510337298)","175.00","https://4.allegroimg.com/s400/015dc1/7926ba5c4563992384e94790c5f4","_tanisport_","Rzeszów","112",NA,NA,"14 osób kupiło 14 par","nowy",NA,"inny materiał","tworzywo sztuczne","odcienie niebieskiego","41, 42, 43, 44,5, 45",NA,"niskie",NA,NA,NA,NA,NA,NA,NA,NA,NA
